Column1,_1,Rk,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
16,56,57,57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,,2016
16,57,58,58,BOS,Abdel Nader,Iowa State,5,202,2583,926,376,110,0.428,0.357,0.718,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4,2016
16,58,59,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,,2016
16,59,60,60,UTA,Tyrone Wallace,California,3,106,1639,549,228,126,0.425,0.203,0.671,15.5,5.2,2.2,1.2,0.2,0.006,-5.1,-1.3,2016
17,0,1,1,PHI,Markelle Fultz,Washington,5,115,2922,1249,381,532,0.45,0.265,0.696,25.4,10.9,3.3,4.6,3.2,0.053,-2.1,-0.1,2017
17,1,2,2,LAL,Lonzo Ball,UCLA,5,252,8187,2995,1447,1563,0.4,0.364,0.578,32.5,11.9,5.7,6.2,11.6,0.068,1.1,6.3,2017
17,2,3,3,BOS,Jayson Tatum,Duke,5,350,11659,7183,2317,1030,0.453,0.379,0.843,33.3,20.5,6.6,2.9,32.1,0.132,2.4,13.1,2017
17,3,4,4,PHO,Josh Jackson,Kansas,5,282,6604,3224,1141,529,0.416,0.293,0.679,23.4,11.4,4,1.9,-1.7,-0.012,-3.8,-3,2017
17,4,5,5,SAC,De'Aaron Fox,Kentucky,5,316,10087,5952,1112,1958,0.46,0.315,0.724,31.9,18.8,3.5,6.2,15.5,0.074,0,5.1,2017
17,5,6,6,ORL,Jonathan Isaac,Florida State,3,136,3512,1269,741,146,0.435,0.33,0.797,25.8,9.3,5.4,1.1,6.7,0.091,0.2,2,2017
17,6,7,7,MIN,Lauri Markkanen,Arizona,5,263,7787,4022,1782,335,0.437,0.363,0.847,29.6,15.3,6.8,1.3,14.8,0.091,-0.1,3.6,2017
17,7,8,8,NYK,Frank Ntilikina,,5,258,4708,1356,479,616,0.368,0.33,0.774,18.2,5.3,1.9,2.4,0.3,0.003,-4.2,-2.6,2017
17,8,9,9,DAL,Dennis Smith Jr.,NC State,5,216,5152,2317,636,917,0.402,0.312,0.652,23.9,10.7,2.9,4.2,-0.4,-0.003,-2.3,-0.4,2017
17,9,10,10,SAC,Zach Collins,Gonzaga,4,163,2836,929,660,157,0.445,0.322,0.72,17.4,5.7,4,1,3.9,0.067,-2.7,-0.5,2017
17,10,11,11,CHO,Malik Monk,Kentucky,5,289,5684,2838,644,551,0.417,0.352,0.827,19.7,9.8,2.2,1.9,4.7,0.04,-2.1,-0.2,2017
17,11,12,12,DET,Luke Kennard,Duke,5,281,6544,2760,805,575,0.448,0.423,0.862,23.3,9.8,2.9,2,13.3,0.098,-0.3,2.8,2017
17,12,13,13,DEN,Donovan Mitchell,Louisville,5,327,11020,7781,1351,1443,0.442,0.362,0.833,33.7,23.8,4.1,4.4,27.7,0.121,2.4,12.4,2017
17,13,14,14,MIA,Bam Adebayo,Kentucky,5,326,9143,4297,2687,1141,0.555,0.143,0.739,28,13.2,8.2,3.5,33.1,0.174,2.9,11.3,2017
17,14,15,15,POR,Justin Jackson,UNC,5,255,4779,1656,637,276,0.426,0.321,0.799,18.7,6.5,2.5,1.1,5.3,0.053,-2.8,-1,2017
17,15,16,16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1,2017
17,16,17,17,MIL,D.J. Wilson,Michigan,5,146,1803,647,452,108,0.419,0.327,0.618,12.3,4.4,3.1,0.7,2.8,0.075,-2.6,-0.3,2017
17,17,18,18,IND,T.J. Leaf,UCLA,4,146,1238,477,283,43,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,2017
17,18,19,19,ATL,John Collins,Wake Forest,5,289,8389,4800,2416,451,0.562,0.382,0.78,29,16.6,8.4,1.6,28.3,0.162,1.5,7.5,2017
17,19,20,20,POR,Harry Giles,Duke,3,142,1835,832,543,174,0.511,0.258,0.671,12.9,5.9,3.8,1.2,3,0.079,-2.4,-0.2,2017
17,20,21,21,OKC,Terrance Ferguson,,4,204,4000,924,263,144,0.404,0.334,0.753,19.6,4.5,1.3,0.7,4.4,0.053,-4,-2.1,2017
17,21,22,22,BRK,Jarrett Allen,Texas,5,339,9017,3919,2955,467,0.625,0.189,0.699,26.6,11.6,8.7,1.4,35.2,0.187,1.7,8.5,2017
17,22,23,23,TOR,OG Anunoby,Indiana,5,295,7873,3056,1213,414,0.469,0.369,0.706,26.7,10.4,4.1,1.4,16.8,0.102,0,4,2017
17,23,24,24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1,2017
17,24,25,25,ORL,Anžejs Pasečņiks,,2,28,443,156,108,19,0.521,0,0.586,15.8,5.6,3.9,0.7,0.4,0.038,-6.2,-0.5,2017
17,25,26,26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7,2017
17,26,27,27,BRK,Kyle Kuzma,Utah,5,334,10139,5194,2068,711,0.449,0.34,0.725,30.4,15.6,6.2,2.1,14.8,0.07,-0.9,2.7,2017
17,27,28,28,LAL,Tony Bradley,UNC,5,159,1918,752,702,85,0.636,0.429,0.675,12.1,4.7,4.4,0.5,7.4,0.184,0.3,1.1,2017
17,28,29,29,SAS,Derrick White,Colorado,5,246,6331,2847,806,942,0.444,0.34,0.835,25.7,11.6,3.3,3.8,14.2,0.107,1.3,5.2,2017
17,29,30,30,UTA,Josh Hart,Villanova,5,289,7845,2764,1662,583,0.447,0.345,0.736,27.1,9.6,5.8,2,15.2,0.093,-0.5,3.1,2017
17,30,31,31,CHO,Frank Jackson,Duke,4,204,3687,1727,372,208,0.425,0.338,0.774,18.1,8.5,1.8,1,2.3,0.03,-3.9,-1.8,2017
17,31,32,32,PHO,Davon Reed,Miami (FL),3,63,696,198,120,46,0.398,0.379,0.737,11,3.1,1.9,0.7,0.9,0.06,-2.5,-0.1,2017
17,32,33,33,ORL,Wes Iwundu,Kansas State,5,226,3827,989,555,208,0.408,0.292,0.798,16.9,4.4,2.5,0.9,4.2,0.053,-3.9,-1.8,2017
17,33,34,34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,0.396,0.301,0.755,15.7,6.7,2,2.6,1.2,0.035,-2.6,-0.3,2017
17,34,35,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,0.555,0.2,0.743,14.6,5.7,4.3,1,3.2,0.125,-1.7,0.1,2017
17,35,36,36,PHI,Jonah Bolden,,2,51,686,217,174,40,0.486,0.34,0.484,13.5,4.3,3.4,0.8,1.4,0.098,-1.3,0.1,2017
17,36,37,37,BOS,Semi Ojeleye,SMU,5,278,4035,944,599,122,0.383,0.344,0.706,14.5,3.4,2.2,0.4,5,0.059,-3.5,-1.5,2017
17,37,38,38,CHI,Jordan Bell,Oregon,5,161,1937,593,497,201,0.552,0.2,0.636,12,3.7,3.1,1.2,4.9,0.121,0.2,1.1,2017
17,38,39,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,0.345,0.263,0.776,15.1,4.2,1.7,2,-0.4,-0.022,-5.4,-0.7,2017
17,39,40,40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,0.402,0.314,0.78,19.4,7.3,2.6,1.1,0.8,0.01,-5.1,-3.1,2017
17,40,41,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,0.389,0.35,0.669,16.1,6.7,2.3,1.3,1,0.03,-3.1,-0.5,2017
17,41,42,42,UTA,Thomas Bryant,Indiana,5,162,3316,1687,939,214,0.59,0.353,0.757,20.5,10.4,5.8,1.3,11.3,0.164,1.6,3,2017
17,42,43,43,HOU,Isaiah Hartenstein,,4,148,1888,785,549,187,0.596,0.286,0.652,12.8,5.3,3.7,1.3,6.6,0.167,1,1.4,2017
17,43,44,44,NYK,Damyean Dotson,Oregon,5,213,4242,1594,532,315,0.417,0.345,0.711,19.9,7.5,2.5,1.5,3,0.034,-2.8,-0.9,2017
17,44,45,45,HOU,Dillon Brooks,Oregon,5,261,7376,3752,796,515,0.42,0.351,0.8,28.3,14.4,3,2,4.8,0.031,-3.8,-3.4,2017
17,45,46,46,PHI,Sterling Brown,SMU,5,254,4333,1412,862,262,0.424,0.37,0.791,17.1,5.6,3.4,1,6.6,0.073,-2,0,2017
17,46,47,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.057,-1.1,0,2017
17,47,48,48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,0.407,0.34,0.672,10.8,2.5,1.3,0.7,1.1,0.032,-3.1,-0.5,2017
17,48,49,49,DEN,Vlatko Čančar,,3,69,478,162,83,30,0.484,0.333,0.793,6.9,2.3,1.2,0.4,0.8,0.078,-2.2,0,2017
17,49,50,50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,,2017
17,50,51,51,DEN,Monte Morris,Iowa State,5,261,6499,2713,590,945,0.479,0.39,0.825,24.9,10.4,2.3,3.6,17,0.126,0.3,3.8,2017
17,51,52,52,NOP,Edmond Sumner,Xavier,4,108,1520,619,165,114,0.474,0.333,0.728,14.1,5.7,1.5,1.1,1.9,0.061,-3.2,-0.4,2017
17,52,53,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,0.435,0.349,0.757,13.6,5.5,1.5,2.3,1,0.075,-1.2,0.1,2017
17,53,54,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0,2017
17,54,55,55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,0.313,0.286,1,5,1.4,0.6,0.6,0,0.017,-3.9,0,2017
17,55,56,56,BOS,Jabari Bird,California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-3.1,0,2017
17,56,57,57,BRK,Sasha Vezenkov,,,,,,,,,,,,,,,,,,,2017
17,57,58,58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,,2017
17,58,59,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2,2017
17,59,60,60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,,2017
18,0,1,1,PHO,Deandre Ayton,Arizona,4,219,6731,3522,2300,354,0.598,0.229,0.749,30.7,16.1,10.5,1.6,22.6,0.161,1.1,5.3,2018
18,1,2,2,SAC,Marvin Bagley III,Duke,4,152,3759,2040,1123,133,0.495,0.296,0.666,24.7,13.4,7.4,0.9,6.5,0.083,-2.3,-0.3,2018
18,2,3,3,ATL,Luka Dončić,,4,247,8336,6450,2103,1956,0.456,0.332,0.736,33.7,26.1,8.5,7.9,26.5,0.153,6.5,17.9,2018
18,3,4,4,MEM,Jaren Jackson Jr.,Michigan State,4,189,5150,2987,977,221,0.457,0.352,0.778,27.2,15.8,5.2,1.2,11.7,0.109,0,2.5,2018
18,4,5,5,DAL,Trae Young,Oklahoma,4,261,8721,6521,1019,2340,0.438,0.353,0.868,33.4,25,3.9,9,23.3,0.128,2.8,10.5,2018
18,5,6,6,ORL,Mo Bamba,Texas,4,207,3731,1519,1216,180,0.472,0.332,0.684,18,7.3,5.9,0.9,8.9,0.114,-0.1,1.8,2018
18,6,7,7,CHI,Wendell Carter Jr.,Duke,4,195,5342,2318,1717,380,0.51,0.292,0.736,27.4,11.9,8.8,1.9,12.8,0.115,-0.9,1.5,2018
18,7,8,8,CLE,Collin Sexton,Alabama,4,218,7179,4356,663,720,0.458,0.378,0.827,32.9,20,3,3.3,5.5,0.037,-2.5,-0.9,2018
18,8,9,9,NYK,Kevin Knox,Kentucky,4,205,3968,1611,615,170,0.368,0.341,0.702,19.4,7.9,3,0.8,-0.5,-0.006,-4.7,-2.7,2018
18,9,10,10,PHI,Mikal Bridges,Villanova,4,289,8963,3151,1132,591,0.507,0.372,0.832,31,10.9,3.9,2,22.6,0.121,1,6.8,2018
18,10,11,11,CHO,Shai Gilgeous-Alexander,Kentucky,4,234,7411,4160,1037,970,0.47,0.347,0.805,31.7,17.8,4.4,4.1,16.6,0.108,1.7,6.9,2018
18,11,12,12,LAC,Miles Bridges,Michigan State,4,273,7866,3512,1530,582,0.468,0.34,0.809,28.8,12.9,5.6,2.1,14.1,0.086,-0.4,3.1,2018
18,12,13,13,LAC,Jerome Robinson,Boston College,3,113,1604,514,208,131,0.363,0.31,0.721,14.2,4.5,1.8,1.2,-0.1,-0.003,-4.7,-1.1,2018
18,13,14,14,DEN,Michael Porter Jr.,Missouri,3,125,3080,1763,763,133,0.518,0.419,0.795,24.6,14.1,6.1,1.1,9.6,0.15,2.1,3.1,2018
18,14,15,15,WAS,Troy Brown Jr.,Oregon,4,207,3956,1362,809,342,0.428,0.333,0.754,19.1,6.6,3.9,1.7,4.7,0.057,-2.1,-0.1,2018
18,15,16,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,0.378,0.316,0.667,11,3.7,1.2,0.9,0,0.011,-6.1,-0.1,2018
18,16,17,17,MIL,Donte DiVincenzo,Villanova,4,184,4277,1620,856,444,0.42,0.34,0.752,23.2,8.8,4.7,2.4,8.7,0.098,-0.1,2.1,2018
18,17,18,18,SAS,Lonnie Walker IV,Miami (FL),4,196,3973,1805,461,307,0.416,0.344,0.779,20.3,9.2,2.4,1.6,1.7,0.02,-3.3,-1.4,2018
18,18,19,19,ATL,Kevin Huerter,Maryland,4,255,7542,2874,880,820,0.43,0.375,0.785,29.6,11.3,3.5,3.2,8.5,0.054,-1.4,1.2,2018
18,19,20,20,MIN,Josh Okogie,Georgia Tech,4,229,4913,1506,704,272,0.4,0.273,0.756,21.5,6.6,3.1,1.2,4.9,0.048,-3,-1.2,2018
18,20,21,21,UTA,Grayson Allen,Duke,4,178,3828,1664,443,262,0.426,0.386,0.835,21.5,9.3,2.5,1.5,7.2,0.09,-0.9,1.1,2018
18,21,22,22,CHI,Chandler Hutchison,Boise State,4,103,1790,558,376,79,0.442,0.309,0.643,17.4,5.4,3.7,0.8,1.1,0.03,-3.9,-0.9,2018
18,22,23,23,IND,Aaron Holiday,UCLA,4,229,4216,1695,391,538,0.415,0.372,0.827,18.4,7.4,1.7,2.3,4.2,0.048,-2.4,-0.5,2018
18,23,24,24,POR,Anfernee Simons,,4,210,4335,2106,453,417,0.424,0.39,0.828,20.6,10,2.2,2,4.3,0.048,-2.2,-0.2,2018
18,24,25,25,LAL,Moritz Wagner,Michigan,4,178,2567,1252,560,179,0.486,0.32,0.812,14.4,7,3.1,1,4.8,0.09,-1.9,0.1,2018
18,25,26,26,PHI,Landry Shamet,Wichita State,4,242,5619,2144,441,390,0.407,0.388,0.84,23.2,8.9,1.8,1.6,9.7,0.083,-1.9,0.1,2018
18,26,27,27,BOS,Robert Williams,Texas A&M,4,165,3218,1167,1078,234,0.723,0,0.662,19.5,7.1,6.5,1.4,16.8,0.251,5,5.7,2018
18,27,28,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8,2018
18,28,29,29,BRK,Džanan Musa,,2,49,526,211,91,45,0.376,0.227,0.726,10.7,4.3,1.9,0.9,0,0.003,-4.6,-0.4,2018
18,29,30,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,0.417,0.366,0.766,17.8,6.8,4.3,1,2.4,0.068,-1.5,0.2,2018
18,30,31,31,PHO,Elie Okobo,,2,108,1677,523,188,242,0.395,0.315,0.737,15.5,4.8,1.7,2.2,0.5,0.014,-4.1,-0.9,2018
18,31,32,32,MEM,Jevon Carter,West Virginia,4,206,2841,885,348,273,0.373,0.37,0.8,13.8,4.3,1.7,1.3,3.3,0.057,-1.4,0.4,2018
18,32,33,33,DAL,Jalen Brunson,Villanova,4,260,6301,2996,765,986,0.494,0.376,0.786,24.2,11.5,2.9,3.8,15.8,0.12,0,3.3,2018
18,33,34,34,ATL,Devonte' Graham,Kansas,4,222,6302,2917,568,1138,0.371,0.358,0.826,28.4,13.1,2.6,5.1,9.3,0.071,-0.4,2.5,2018
18,34,35,35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,0.4,0.364,0.375,5.9,1.9,0.5,0.1,0,0.008,-5.4,-0.2,2018
18,35,36,36,NYK,Mitchell Robinson,,4,214,5040,1793,1586,114,0.72,,0.551,23.6,8.4,7.4,0.5,22.5,0.214,2.1,5.2,2018
18,36,37,37,SAC,Gary Trent Jr.,Duke,4,187,5087,2431,402,256,0.417,0.39,0.801,27.2,13,2.1,1.4,8.1,0.076,-1,1.2,2018
18,37,38,38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,0.388,0.316,0.75,10.5,4.1,1,0.9,0.5,0.058,-2.7,-0.1,2018
18,38,39,39,PHI,Isaac Bonga,,4,141,1868,438,320,117,0.432,0.3,0.763,13.2,3.1,2.3,0.8,1.7,0.043,-3.6,-0.8,2018
18,39,40,40,BRK,Rodions Kurucs,,3,131,2103,780,406,113,0.444,0.329,0.739,16.1,6,3.1,0.9,2.3,0.052,-2.8,-0.4,2018
18,40,41,41,ORL,Jarred Vanderbilt,Kentucky,4,150,2755,786,914,160,0.595,0.158,0.6,18.4,5.2,6.1,1.1,8.1,0.142,0.1,1.4,2018
18,41,42,42,DET,Bruce Brown,Miami (FL),4,252,5753,1806,1054,504,0.474,0.314,0.741,22.8,7.2,4.2,2,10.6,0.088,-1.4,0.9,2018
18,42,43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,2018
18,43,44,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,,2018
18,44,45,45,BRK,Hamidou Diallo,Kentucky,4,205,3890,1733,806,223,0.474,0.278,0.635,19,8.5,3.9,1.1,4.8,0.059,-2.4,-0.4,2018
18,45,46,46,HOU,De'Anthony Melton,USC,4,217,4439,1723,769,612,0.403,0.347,0.762,20.5,7.9,3.5,2.8,6.5,0.07,0.3,2.5,2018
18,46,47,47,LAL,Svi Mykhailiuk,Kansas,4,211,3701,1437,394,295,0.4,0.354,0.782,17.5,6.8,1.9,1.4,2.6,0.034,-2.6,-0.6,2018
18,47,48,48,MIN,Keita Bates-Diop,Ohio State,4,153,2299,787,452,92,0.456,0.315,0.698,15,5.1,3,0.6,3.3,0.068,-2.2,-0.1,2018
18,48,49,49,SAS,Chimezie Metu,USC,4,127,1678,712,430,99,0.454,0.286,0.755,13.2,5.6,3.4,0.8,1.6,0.046,-2.5,-0.2,2018
18,49,50,50,IND,Alize Johnson,Missouri State,4,69,513,173,206,30,0.493,0.25,0.718,7.4,2.5,3,0.4,1.3,0.123,-1.8,0,2018
18,50,51,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,,2018
18,51,52,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,0.25,0.25,,8,1.5,1,0,0,-0.014,-6.4,0,2018
18,52,53,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,0.2,0.235,0.5,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.7,-0.1,2018
18,53,54,54,DAL,Shake Milton,SMU,4,157,3326,1601,373,406,0.446,0.357,0.826,21.2,10.2,2.4,2.6,6.1,0.088,-1.8,0.2,2018
18,54,55,55,CHO,Arnoldas Kulboka,,1,1,3,0,0,0,,,,3,0,0,0,0,-0.014,-10.4,0,2018
18,55,56,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,0.529,0,0.286,10.4,3.6,3.3,0.3,0.1,0.024,-6.2,-0.2,2018
18,56,57,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,0.259,0.15,,5.2,1.7,1.2,0.5,-0.1,-0.085,-5.1,0,2018
18,57,58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0,2018
18,58,59,59,PHO,George King,Colorado,2,5,25,1,6,0,0,0,0.5,5,0.2,1.2,0,-0.1,-0.224,-17,-0.1,2018
18,59,60,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,0.375,,0.474,4,1,1,0.1,-0.2,-0.098,-9.9,-0.2,2018
19,0,1,1,NOP,Zion Williamson,Duke,2,85,2694,2187,591,276,0.604,0.333,0.683,31.7,25.7,7,3.2,10.6,0.189,4.9,4.7,2019
19,1,2,2,MEM,Ja Morant,Murray State,3,180,5795,3786,803,1285,0.475,0.326,0.753,32.2,21,4.5,7.1,13.2,0.11,1.8,5.5,2019
19,2,3,3,NYK,RJ Barrett,Duke,3,179,5918,3030,985,500,0.422,0.365,0.686,33.1,16.9,5.5,2.8,5.3,0.043,-2.1,-0.1,2019
19,3,4,4,LAL,De'Andre Hunter,Virginia,3,120,3693,1551,509,199,0.431,0.354,0.777,30.8,12.9,4.2,1.7,2.2,0.029,-3.5,-1.4,2019
19,4,5,5,CLE,Darius Garland,Vanderbilt,3,161,5273,2655,399,936,0.446,0.377,0.872,32.8,16.5,2.5,5.8,4.1,0.037,-1.9,0.2,2019
19,5,6,6,PHO,Jarrett Culver,Texas Tech,3,124,2253,862,355,160,0.407,0.29,0.505,18.2,7,2.9,1.3,0.1,0.003,-4.2,-1.3,2019
19,6,7,7,CHI,Coby White,UNC,3,177,5043,2494,644,631,0.416,0.368,0.848,28.5,14.1,3.6,3.6,5.8,0.055,-2.3,-0.3,2019
19,7,8,8,ATL,Jaxson Hayes,Texas,3,174,2920,1361,723,119,0.65,0.333,0.719,16.8,7.8,4.2,0.7,11,0.18,0.3,1.7,2019
19,8,9,9,WAS,Rui Hachimura,Gonzaga,3,126,3634,1627,668,190,0.471,0.348,0.795,28.8,12.9,5.3,1.5,4.5,0.059,-3,-0.9,2019
19,9,10,10,ATL,Cam Reddish,Duke,3,130,3258,1374,417,169,0.385,0.325,0.84,25.1,10.6,3.2,1.3,0.9,0.013,-3.2,-1,2019
19,10,11,11,MIN,Cameron Johnson,UNC,3,176,4242,1809,630,244,0.443,0.393,0.848,24.1,10.3,3.6,1.4,10.8,0.122,1.2,3.4,2019
19,11,12,12,CHO,P.J. Washington,Kentucky,3,169,4924,2003,994,377,0.449,0.379,0.702,29.1,11.9,5.9,2.2,7.1,0.069,-0.9,1.3,2019
19,12,13,13,MIA,Tyler Herro,Kentucky,3,160,4812,2607,739,509,0.435,0.377,0.847,30.1,16.3,4.6,3.2,5.8,0.058,-1,1.3,2019
19,13,14,14,BOS,Romeo Langford,Indiana,3,94,1381,342,180,45,0.396,0.305,0.662,14.7,3.6,1.9,0.5,1.5,0.052,-3,-0.4,2019
19,14,15,15,DET,Sekou Doumbouya,,3,96,1639,542,267,66,0.388,0.256,0.693,17.1,5.6,2.8,0.7,-0.4,-0.012,-6.5,-1.8,2019
19,15,16,16,ORL,Chuma Okeke,Auburn,2,97,2378,788,425,187,0.399,0.328,0.802,24.5,8.1,4.4,1.9,3.1,0.062,-0.4,0.9,2019
19,16,17,17,BRK,Nickeil Alexander-Walker,Virginia Tech,3,145,2920,1414,393,330,0.388,0.33,0.715,20.1,9.8,2.7,2.3,0.4,0.006,-2.8,-0.6,2019
19,17,18,18,IND,Goga Bitadze,,3,138,1486,588,367,91,0.449,0.222,0.684,10.8,4.3,2.7,0.7,2.7,0.088,-2.2,-0.1,2019
19,18,19,19,SAS,Luka Šamanić,,2,36,356,138,78,21,0.43,0.294,0.576,9.9,3.8,2.2,0.6,0.1,0.015,-4.8,-0.3,2019
19,19,20,20,BOS,Matisse Thybulle,Washington,3,176,3795,831,342,198,0.446,0.32,0.607,21.6,4.7,1.9,1.1,7.7,0.097,1.1,3,2019
19,20,21,21,OKC,Brandon Clarke,Gonzaga,3,166,3653,1815,937,245,0.587,0.294,0.702,22,10.9,5.6,1.5,13.9,0.183,2.8,4.4,2019
19,21,22,22,BOS,Grant Williams,Tennessee,3,192,3611,997,553,197,0.454,0.381,0.756,18.8,5.2,2.9,1,7,0.093,-1.8,0.2,2019
19,22,23,23,UTA,Darius Bazley,,3,173,4414,1654,1017,217,0.397,0.304,0.698,25.5,9.6,5.9,1.3,1.5,0.017,-2.7,-0.8,2019
19,23,24,24,PHI,Ty Jerome,Virginia,3,112,1917,795,215,273,0.398,0.344,0.784,17.1,7.1,1.9,2.4,2,0.051,-1.9,0.1,2019
19,24,25,25,POR,Nassir Little,UNC,3,138,2301,802,472,99,0.455,0.317,0.727,16.7,5.8,3.4,0.7,3.7,0.076,-2.2,-0.1,2019
19,25,26,26,CLE,Dylan Windler,Belmont,2,69,861,255,171,58,0.433,0.356,0.778,12.5,3.7,2.5,0.8,1.2,0.069,-1.4,0.1,2019
19,26,27,27,BRK,Mfiondu Kabengele,Florida State,2,51,344,137,71,19,0.388,0.314,0.84,6.7,2.7,1.4,0.4,0.4,0.054,-3.1,-0.1,2019
19,27,28,28,GSW,Jordan Poole,Michigan,3,165,3888,2036,388,429,0.405,0.324,0.877,23.6,12.3,2.4,2.6,4.4,0.054,-2.5,-0.5,2019
19,28,29,29,SAS,Keldon Johnson,Kentucky,3,144,4081,1942,813,240,0.478,0.392,0.749,28.3,13.5,5.6,1.7,7.5,0.089,-1.3,0.8,2019
19,29,30,30,MIL,Kevin Porter Jr.,USC,3,117,3231,1485,423,527,0.419,0.345,0.673,27.6,12.7,3.6,4.5,0,0,-3.4,-1.2,2019
19,30,31,31,BRK,Nic Claxton,Georgia,3,76,1364,526,363,66,0.627,0.167,0.521,17.9,6.9,4.8,0.9,4.4,0.153,0.1,0.7,2019
19,31,32,32,PHO,KZ Okpala,Stanford,3,63,717,176,114,34,0.406,0.273,0.607,11.4,2.8,1.8,0.5,0.7,0.048,-5.2,-0.6,2019
19,32,33,33,PHI,Carsen Edwards,Purdue,2,68,627,244,73,38,0.372,0.302,0.75,9.2,3.6,1.1,0.6,0.4,0.03,-4.5,-0.4,2019
19,33,34,34,PHI,Bruno Fernando,Maryland,3,111,1010,320,297,63,0.498,0.146,0.617,9.1,2.9,2.7,0.6,0.8,0.04,-4.7,-0.7,2019
19,34,35,35,ATL,Didi Louzada,,2,5,63,8,5,4,0.188,0.182,,12.6,1.6,1,0.8,-0.2,-0.115,-9.9,-0.1,2019
19,35,36,36,CHO,Cody Martin,Nevada,3,153,3182,868,535,314,0.448,0.33,0.646,20.8,5.7,3.5,2.1,4.9,0.073,-1.4,0.5,2019
19,36,37,37,DAL,Deividas Sirvydis,,2,23,160,44,35,6,0.3,0.314,0.5,7,1.9,1.5,0.3,-0.1,-0.033,-6,-0.2,2019
19,37,38,38,CHI,Daniel Gafford,Arkansas,3,149,2474,1075,647,102,0.689,,0.655,16.6,7.2,4.3,0.7,9.8,0.191,1.2,2,2019
19,38,39,39,NOP,Alen Smailagić,,2,29,223,87,43,17,0.463,0.304,0.72,7.7,3,1.5,0.6,0.3,0.056,-3.3,-0.1,2019
19,39,40,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.1,-0.2,2019
19,40,41,41,GSW,Eric Paschall,Villanova,3,145,2940,1476,494,206,0.495,0.326,0.755,20.3,10.2,3.4,1.4,4.5,0.074,-2.3,-0.2,2019
19,41,42,42,PHI,Admiral Schofield,Tennessee,2,60,648,182,96,31,0.414,0.32,0.682,10.8,3,1.6,0.5,0.3,0.025,-5.3,-0.5,2019
