Column1,_1,Rk,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
6,0,1,1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-1.6,1.5,2006
6,1,2,2,CHI,LaMarcus Aldridge,Texas,16,1073,36196,20544,8725,2074,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.6,0.153,1.7,33.4,2006
6,2,3,3,CHA,Adam Morrison,Gonzaga,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5,-2.4,2006
6,3,4,4,POR,Tyrus Thomas,LSU,8,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.2,1.7,2006
6,4,5,5,ATL,Shelden Williams,Duke,6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-3,-1.5,2006
6,5,6,6,MIN,Brandon Roy,Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3,2006
6,6,7,7,BOS,Randy Foye,Villanova,11,752,19279,7729,1686,2112,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8,2006
6,7,8,8,HOU,Rudy Gay,UConn,16,1046,33432,17221,6043,2209,0.453,0.349,0.799,32,16.5,5.8,2.1,60.2,0.086,0.7,22.8,2006
6,8,9,9,GSW,Patrick O'Bryant,Bradley,4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-4.6,-0.3,2006
6,9,10,10,SEA,Mouhamed Sene,,3,47,260,103,75,1,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052,-5.1,-0.2,2006
6,10,11,11,ORL,J.J. Redick,Duke,15,940,23964,12028,1903,1862,0.447,0.415,0.892,25.5,12.8,2,2,63.7,0.128,0.6,16,2006
6,11,12,12,NOK,Hilton Armstrong,UConn,6,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-4.1,-1.8,2006
6,12,13,13,PHI,Thabo Sefolosha,,14,869,19062,4994,3252,1196,0.449,0.349,0.732,21.9,5.7,3.7,1.4,39.3,0.099,0.6,12.4,2006
6,13,14,14,UTA,Ronnie Brewer,Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.6,10.6,2006
6,14,15,15,NOK,Cedric Simmons,NC State,3,75,705,163,141,14,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5,-0.5,2006
6,15,16,16,CHI,Rodney Carney,Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-1.6,0.5,2006
6,16,17,17,IND,Shawne Williams,Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2.2,-0.3,2006
6,17,18,18,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-4.8,-0.7,2006
6,18,19,19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-3.5,-0.6,2006
6,19,20,20,NYK,Renaldo Balkman,South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.1,1.6,2006
6,20,21,21,PHO,Rajon Rondo,Kentucky,16,950,28466,9311,4337,7551,0.456,0.323,0.611,30,9.8,4.6,7.9,61.5,0.104,1.2,23.1,2006
6,21,22,22,NJN,Marcus Williams,UConn,4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-3.3,-1,2006
6,22,23,23,NJN,Josh Boone,UConn,4,256,4482,1340,1258,125,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-2,0,2006
6,23,24,24,MEM,Kyle Lowry,Villanova,16,1008,32127,14914,4415,6373,0.424,0.367,0.813,31.9,14.8,4.4,6.3,102.8,0.154,3.1,41.2,2006
6,24,25,25,CLE,Shannon Brown,Michigan State,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-1.5,1,2006
6,25,26,26,LAL,Jordan Farmar,UCLA,10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7,2006
6,26,27,27,PHO,Sergio Rodríguez,,5,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-2,0.1,2006
6,27,28,28,DAL,Maurice Ager,Michigan State,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-9.4,-0.9,2006
6,28,29,29,NYK,Mardy Collins,Temple,4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7,2006
6,29,30,30,POR,Joel Freeland,,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-3.3,-0.6,2006
6,30,31,31,POR,James White,Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.2,-0.2,2006
6,31,32,32,HOU,Steve Novak,Marquette,11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4,2006
6,32,33,33,ATL,Solomon Jones,South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-4,-1.6,2006
6,33,34,34,LAC,Paul Davis,Michigan State,4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.2,-0.4,2006
6,34,35,35,TOR,P.J. Tucker,Texas,11,762,22139,5459,4306,1119,0.426,0.366,0.747,29.1,7.2,5.7,1.5,39.4,0.086,-0.7,7.1,2006
6,35,36,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.2,1.4,2006
6,36,37,37,MIN,Bobby Jones,Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5,2006
6,37,38,38,GSW,Kosta Perović,,1,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-5.9,0,2006
6,38,39,39,MIL,David Noel,UNC,1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.1,-0.2,2006
6,39,40,40,SEA,Denham Brown,UConn,,,,,,,,,,,,,,,,,,2006
6,40,41,41,ORL,James Augustine,Illinois,2,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.7,0,2006
6,41,42,42,CLE,Daniel Gibson,Texas,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.4,2006
6,42,43,43,NOK,Marcus Vinicius,,2,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3,0,2006
6,43,44,44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,,2006
6,44,45,45,IND,Alexander Johnson,Florida State,2,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.6,-0.9,2006
6,45,46,46,UTA,Dee Brown,Illinois,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-3,-0.2,2006
6,46,47,47,UTA,Paul Millsap,Louisiana Tech,16,1081,30449,14525,7662,2376,0.489,0.341,0.736,28.2,13.4,7.1,2.2,95.4,0.15,1.9,29.9,2006
6,47,48,48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,,2006
6,48,49,49,DEN,Leon Powe,California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-1.6,0.3,2006
6,49,50,50,CHA,Ryan Hollins,UCLA,10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-4.1,-3.2,2006
6,50,51,51,LAL,Cheikh Samb,,2,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.1,-0.2,2006
6,51,52,52,LAC,Guillermo Díaz,Miami (FL),1,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-2.9,0,2006
6,52,53,53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,,2006
6,53,54,54,NJN,Hassan Adams,Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,0,2006
6,54,55,55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,,2006
6,55,56,56,TOR,Edin Bavčić,,,,,,,,,,,,,,,,,,,2006
6,56,57,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,,2006
6,57,58,58,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,,,,,,2006
6,58,59,59,SAS,Damir Markota,,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-8.5,-0.3,2006
6,59,60,60,DET,Will Blalock,Iowa State,1,14,166,25,15,17,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.8,-0.2,2006
7,0,1,1,POR,Greg Oden,Ohio State,3,105,2028,840,656,51,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,-0.4,0.8,2007
7,1,2,2,SEA,Kevin Durant,Texas,14,921,33811,24967,6510,3892,0.495,0.383,0.883,36.7,27.1,7.1,4.2,152.2,0.216,6.8,74.8,2007
7,2,3,3,ATL,Al Horford,Florida,15,936,30176,12850,7662,3098,0.514,0.358,0.759,32.2,13.7,8.2,3.3,98.3,0.156,2.8,36.9,2007
7,3,4,4,MEM,Mike Conley,Ohio State,15,941,30123,13997,2827,5314,0.439,0.381,0.821,32,14.9,3,5.6,85.5,0.136,2.5,34.2,2007
7,4,5,5,BOS,Jeff Green,Georgetown,14,1034,30025,13118,4450,1601,0.447,0.339,0.805,29,12.7,4.3,1.5,49.3,0.079,-1.4,4.8,2007
7,5,6,6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5,2007
7,6,7,7,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2,2007
7,7,8,8,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,2.3,7.5,2007
7,8,9,9,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,0.491,0,0.7,27.7,8.8,9,2.8,61.9,0.159,2.5,20.9,2007
7,9,10,10,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-1.1,3.4,2007
7,10,11,11,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-3.9,-1.1,2007
7,11,12,12,PHI,Thaddeus Young,Georgia Tech,15,1065,31417,13735,6252,1968,0.502,0.332,0.663,29.5,12.9,5.9,1.8,67.9,0.104,0.5,19.6,2007
7,12,13,13,NOK,Julian Wright,Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2,2007
7,13,14,14,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2,2007
7,14,15,15,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9,2007
7,15,16,16,WAS,Nick Young,USC,12,720,16419,8194,1427,687,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-2.2,-0.8,2007
7,16,17,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-3.1,-0.6,2007
7,17,18,18,GSW,Marco Belinelli,,13,860,19548,8370,1769,1429,0.424,0.376,0.846,22.7,9.7,2.1,1.7,30.5,0.075,-1.3,3.3,2007
7,18,19,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1,2007
7,19,20,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4,2007
7,20,21,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1,2007
7,21,22,22,CHA,Jared Dudley,Boston College,14,904,20117,6633,2849,1394,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43,0.103,0.2,11,2007
7,22,23,23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,0.443,0.341,0.77,30,12.5,5.3,1.8,29,0.069,-1.3,3.5,2007
7,23,24,24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.7,5.6,2007
7,24,25,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.1,-0.4,2007
7,25,26,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.2,2.7,2007
7,26,27,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.5,2.4,2007
7,27,28,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.1,5.4,2007
7,28,29,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-4.5,-0.3,2007
7,29,30,30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,,2007
7,30,31,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5,2007
7,31,32,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-2.8,-0.1,2007
7,32,33,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-5.4,0,2007
7,33,34,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,0.5,0.2,2007
7,34,35,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.6,-1.7,2007
7,35,36,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-5.2,-0.3,2007
7,36,37,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,0.3,4.7,2007
7,37,38,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-5.7,-1.1,2007
7,38,39,39,MIA,Stanko Barać,,,,,,,,,,,,,,,,,,,2007
7,39,40,40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-19.4,-0.1,2007
7,40,41,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7,2007
